lat;lng;STREET TYPOLOGY;;
51.537152;-0.086576;residential;;
51.537079;-0.086586;residential;;
51.516642;-0.079663;residential;;
51.516677;-0.079204;residential;;
51.516396;-0.079427;residential;;
51.513258;-0.07932;residential;;
51.513517;-0.079236;residential;;
51.513777;-0.079189;residential;;
51.515312;-0.077139;residential;;
51.515061;-0.0775;residential;;
51.51481;-0.077862;residential;;
51.513896;-0.079064;residential;;
51.513739;-0.078593;residential;;
51.513581;-0.078122;residential;;
51.513896;-0.079064;residential;;
51.514089;-0.078859;residential;;
51.514204;-0.078583;residential;;
51.488988;-0.133851;residential;;
51.489334;-0.133749;residential;;
51.489645;-0.133463;residential;;
51.489902;-0.133054;residential;;
51.49016;-0.132647;residential;;
51.491085;-0.139693;residential;;
51.491452;-0.139661;residential;;
51.491839;-0.139801;residential;;
51.492225;-0.13994;residential;;
51.489619;-0.139037;residential;;
51.489226;-0.1388;residential;;
51.488797;-0.13864;residential;;
51.488371;-0.138617;residential;;
51.516636;-0.075278;residential;;
51.516994;-0.075536;residential;;
51.51735;-0.075812;residential;;
51.517709;-0.076078;residential;;
51.517035;-0.077164;residential;;
51.517145;-0.076722;residential;;
51.517255;-0.076279;residential;;
51.517255;-0.076279;residential;;
51.517043;-0.076135;residential;;
51.516825;-0.076016;residential;;
51.519002;-0.076275;residential;;
51.518608;-0.076341;residential;;
51.518213;-0.076352;residential;;
51.518378;-0.079681;residential;;
51.518366;-0.078977;residential;;
51.518449;-0.078278;residential;;
51.518549;-0.077592;residential;;
51.519415;-0.052781;residential;;
51.519758;-0.052749;residential;;
51.520093;-0.052847;residential;;
51.52657;-0.118014;residential;;
51.526426;-0.118529;residential;;
51.490475;-0.164069;residential;;
51.490168;-0.163924;residential;;
51.489867;-0.163746;residential;;
51.489566;-0.163568;residential;;
51.490863;-0.163059;residential;;
51.49051;-0.162867;residential;;
51.490197;-0.162546;residential;;
51.490921;-0.162865;residential;;
51.490863;-0.163059;residential;;
51.491426;-0.163812;residential;;
51.491187;-0.164177;residential;;
51.490956;-0.164555;residential;;
51.490702;-0.164871;residential;;
51.491394;-0.165416;residential;;
51.491147;-0.165031;residential;;
51.490902;-0.164644;residential;;
51.491328;-0.167142;residential;;
51.491638;-0.166663;residential;;
51.491966;-0.166217;residential;;
51.492295;-0.165773;residential;;
51.491671;-0.166613;residential;;
51.491952;-0.167037;residential;;
51.492228;-0.167468;residential;;
51.492504;-0.167899;residential;;
51.492775;-0.168337;residential;;
51.493042;-0.168783;residential;;
51.493309;-0.169228;residential;;
51.492479;-0.166245;residential;;
51.492197;-0.166613;residential;;
51.491916;-0.166981;residential;;
51.493023;-0.169717;residential;;
51.49275;-0.16931;residential;;
51.492476;-0.168903;residential;;
51.492203;-0.168496;residential;;
51.491694;-0.168926;residential;;
51.491374;-0.169195;residential;;
51.491053;-0.169461;residential;;
51.491182;-0.168535;residential;;
51.49147;-0.16817;residential;;
51.491757;-0.167806;residential;;
51.490348;-0.169723;residential;;
51.490417;-0.169154;residential;;
51.490476;-0.168582;residential;;
51.491924;-0.171663;residential;;
51.491627;-0.17117;residential;;
51.491288;-0.170747;residential;;
51.490937;-0.17035;residential;;
51.490671;-0.170053;residential;;
51.490937;-0.17035;residential;;
51.490793;-0.170662;residential;;
51.491139;-0.171038;residential;;
51.491485;-0.171415;residential;;
51.49183;-0.171793;residential;;
51.490793;-0.170662;residential;;
51.490581;-0.170431;residential;;
51.490369;-0.1702;residential;;
51.522668;-0.0649;residential;;
51.522665;-0.065438;residential;;
51.522763;-0.065402;residential;;
51.518768;-0.071569;residential;;
51.51885;-0.071001;residential;;
51.518932;-0.070433;residential;;
51.519013;-0.069865;residential;;
51.519095;-0.069297;residential;;
51.518179;-0.071248;residential;;
51.518273;-0.070704;residential;;
51.518387;-0.07017;residential;;
51.518506;-0.069639;residential;;
51.518628;-0.069109;residential;;
51.517432;-0.179721;residential;;
51.51722;-0.180091;residential;;
51.540942;-0.201227;residential;;
51.541286;-0.201618;residential;;
51.541603;-0.202085;residential;;
51.541923;-0.202548;residential;;
51.542246;-0.203006;residential;;
51.542563;-0.203473;residential;;
51.542877;-0.203946;residential;;
51.539498;-0.201101;residential;;
51.539849;-0.201274;residential;;
51.5402;-0.201448;residential;;
51.540551;-0.201622;residential;;
51.540903;-0.201795;residential;;
51.539815;-0.199437;residential;;
51.54014;-0.199596;residential;;
51.540466;-0.199756;residential;;
51.540791;-0.199915;residential;;
51.541115;-0.200081;residential;;
51.524504;-0.118757;residential;;
51.524644;-0.118167;residential;;
51.524784;-0.117577;residential;;
51.530089;-0.051141;residential;;
51.530216;-0.050496;residential;;
51.530346;-0.049854;residential;;
51.530485;-0.049216;residential;;
51.530629;-0.048581;residential;;
51.53073;-0.047938;residential;;
51.519772;-0.226091;residential;;
51.519707;-0.226023;residential;;
51.516198;-0.222679;residential;;
51.516285;-0.222334;residential;;
51.516371;-0.221988;residential;;
51.516371;-0.221988;residential;;
51.516774;-0.222219;residential;;
51.517178;-0.22245;residential;;
51.517581;-0.222681;residential;;
51.517984;-0.222912;residential;;
51.518387;-0.223142;residential;;
51.51879;-0.223373;residential;;
51.519193;-0.223604;residential;;
51.519597;-0.223835;residential;;
51.52;-0.224065;residential;;
51.516856;-0.219851;residential;;
51.517244;-0.220073;residential;;
51.517633;-0.220294;residential;;
51.518021;-0.220516;residential;;
51.518409;-0.220738;residential;;
51.518798;-0.220959;residential;;
51.519186;-0.221181;residential;;
51.519574;-0.221402;residential;;
51.519574;-0.221402;residential;;
51.519927;-0.221607;residential;;
51.52028;-0.221811;residential;;
51.520633;-0.222015;residential;;
51.520985;-0.22222;residential;;
51.521338;-0.222424;residential;;
51.521691;-0.222628;residential;;
51.517608;-0.222696;residential;;
51.51773;-0.222162;residential;;
51.517851;-0.221627;residential;;
51.517972;-0.221092;residential;;
51.518094;-0.220558;residential;;
51.51785;-0.221633;residential;;
51.517438;-0.221394;residential;;
51.517026;-0.221156;residential;;
51.516614;-0.220918;residential;;
51.518329;-0.219523;residential;;
51.517915;-0.219295;residential;;
51.5175;-0.219066;residential;;
51.517086;-0.218838;residential;;
51.518912;-0.221025;residential;;
51.518798;-0.221564;residential;;
51.518685;-0.222104;residential;;
51.518571;-0.222643;residential;;
51.518458;-0.223183;residential;;
51.517997;-0.218157;residential;;
51.518138;-0.21753;residential;;
51.518279;-0.216903;residential;;
51.518421;-0.216276;residential;;
51.51856;-0.215648;residential;;
51.518699;-0.215019;residential;;
51.518838;-0.214391;residential;;
51.518976;-0.213762;residential;;
51.519115;-0.213134;residential;;
51.519254;-0.212505;residential;;
51.519393;-0.211877;residential;;
51.519532;-0.211248;residential;;
51.522772;-0.221128;residential;;
51.522816;-0.221502;residential;;
51.521245;-0.227991;residential;;
51.52095;-0.227653;residential;;
51.52066;-0.227307;residential;;
51.520369;-0.226961;residential;;
51.520078;-0.226615;residential;;
51.519787;-0.226269;residential;;
51.520003;-0.225628;residential;;
51.520312;-0.225987;residential;;
51.520621;-0.226345;residential;;
51.52093;-0.226704;residential;;
51.521239;-0.227063;residential;;
51.521547;-0.227421;residential;;
51.469596;-0.072852;residential;;
51.470019;-0.072919;residential;;
51.470448;-0.072925;residential;;
51.470876;-0.072903;residential;;
51.471304;-0.072849;residential;;
51.546012;-0.148663;residential;;
51.546432;-0.148856;residential;;
51.546857;-0.149028;residential;;
51.547282;-0.149193;residential;;
51.548503;-0.149847;residential;;
51.548572;-0.149313;residential;;
51.548714;-0.14883;residential;;
51.549885;-0.151529;residential;;
51.54954;-0.151212;residential;;
51.549183;-0.150927;residential;;
51.548825;-0.150648;residential;;
51.548451;-0.150442;residential;;
51.549565;-0.152108;residential;;
51.549221;-0.151867;residential;;
51.548877;-0.151628;residential;;
51.548533;-0.151389;residential;;
51.548187;-0.151153;residential;;
51.547844;-0.150911;residential;;
51.550776;-0.149602;residential;;
51.55043;-0.149334;residential;;
51.550087;-0.149054;residential;;
51.549766;-0.148716;residential;;
51.549463;-0.148336;residential;;
51.549168;-0.147941;residential;;
51.548903;-0.147497;residential;;
51.548903;-0.146319;residential;;
51.548773;-0.146143;residential;;
51.548823;-0.14621;residential;;
51.548885;-0.146116;residential;;
51.532936;-0.140223;residential;;
51.532777;-0.14079;residential;;
51.533048;-0.141236;residential;;
51.533338;-0.141656;residential;;
51.533665;-0.142;residential;;
51.539254;-0.147542;residential;;
51.539263;-0.146923;residential;;
51.539151;-0.146324;residential;;
51.5389;-0.145851;residential;;
51.538547;-0.145618;residential;;
51.538172;-0.145768;residential;;
51.537859;-0.146138;residential;;
51.537549;-0.146515;residential;;
51.532722;-0.080126;residential;;
51.532727;-0.080297;residential;;
51.471997;-0.166068;residential;;
51.471653;-0.165861;residential;;
51.471311;-0.165647;residential;;
51.470971;-0.165475;residential;;
51.471546;-0.163044;residential;;
51.471839;-0.163189;residential;;
51.472065;-0.163408;residential;;
51.471971;-0.163882;residential;;
51.471449;-0.162881;residential;;
51.471127;-0.162747;residential;;
51.470805;-0.162616;residential;;
51.47048;-0.162507;residential;;
51.471536;-0.162247;residential;;
51.471175;-0.162105;residential;;
51.470814;-0.161963;residential;;
51.470447;-0.161954;residential;;
51.47163;-0.161604;residential;;
51.471223;-0.161451;residential;;
51.470816;-0.1613;residential;;
51.470403;-0.161259;residential;;
51.471711;-0.160974;residential;;
51.47138;-0.160849;residential;;
51.471048;-0.160725;residential;;
51.470716;-0.160606;residential;;
51.470378;-0.160573;residential;;
51.471799;-0.160352;residential;;
51.47217;-0.160553;residential;;
51.47217;-0.161202;residential;;
51.472169;-0.161851;residential;;
51.472166;-0.162501;residential;;
51.470372;-0.159889;residential;;
51.470378;-0.160545;residential;;
51.4704;-0.1612;residential;;
51.47044;-0.161853;residential;;
51.47048;-0.162507;residential;;
51.474474;-0.164607;residential;;
51.474519;-0.164255;residential;;
51.474483;-0.163893;residential;;
51.474012;-0.164455;residential;;
51.473753;-0.164042;residential;;
51.473401;-0.163838;residential;;
51.473045;-0.163646;residential;;
51.472878;-0.164466;residential;;
51.473175;-0.164599;residential;;
51.473425;-0.164298;residential;;
51.473664;-0.163978;residential;;
51.472647;-0.165652;residential;;
51.472779;-0.164983;residential;;
51.472909;-0.164314;residential;;
51.473045;-0.163646;residential;;
51.473309;-0.162834;residential;;
51.473528;-0.162208;residential;;
51.473758;-0.16159;residential;;
51.473984;-0.16097;residential;;
51.474174;-0.16032;residential;;
51.474316;-0.159638;residential;;
51.473933;-0.161122;residential;;
51.474245;-0.161264;residential;;
51.474558;-0.161397;residential;;
51.474873;-0.16152;residential;;
51.477018;-0.165705;residential;;
51.477397;-0.165666;residential;;
51.477774;-0.165754;residential;;
51.478119;-0.166006;residential;;
51.47845;-0.166313;residential;;
51.478779;-0.166622;residential;;
51.479109;-0.166931;residential;;
51.477317;-0.166709;residential;;
51.476955;-0.166555;residential;;
51.476769;-0.166233;residential;;
51.476858;-0.165651;residential;;
51.475771;-0.166837;residential;;
51.476062;-0.166737;residential;;
51.476157;-0.166138;residential;;
51.476481;-0.166155;residential;;
51.479247;-0.168885;residential;;
51.479072;-0.169367;residential;;
51.47892;-0.169867;residential;;
51.478752;-0.170355;residential;;
51.516417;-0.166498;residential;;
51.516692;-0.166019;residential;;
51.51472;-0.16957;residential;;
51.514906;-0.169229;residential;;
51.515095;-0.168891;residential;;
51.515246;-0.170315;residential;;
51.515465;-0.169782;residential;;
51.515497;-0.169145;residential;;
51.51586;-0.169173;residential;;
51.51549;-0.169144;residential;;
51.515118;-0.168924;residential;;
51.514914;-0.168379;residential;;
51.51489;-0.167759;residential;;
51.515692;-0.166446;residential;;
51.516059;-0.16627;residential;;
51.516417;-0.166498;residential;;
51.516005;-0.168915;residential;;
51.516216;-0.168548;residential;;
51.516427;-0.168181;residential;;
51.516638;-0.167814;residential;;
51.471136;-0.164737;residential;;
51.471155;-0.164655;residential;;
51.47217;-0.161688;residential;;
51.472512;-0.161718;residential;;
51.472845;-0.16186;residential;;
51.473818;-0.159446;residential;;
51.474217;-0.159602;residential;;
51.474616;-0.159759;residential;;
51.475017;-0.159906;residential;;
51.474837;-0.16241;residential;;
51.47444;-0.162244;residential;;
51.474041;-0.162079;residential;;
51.473645;-0.161905;residential;;
51.474823;-0.165307;residential;;
51.47445;-0.165327;residential;;
51.47411;-0.165479;residential;;
51.473871;-0.165919;residential;;
51.473721;-0.166604;residential;;
51.47359;-0.167099;residential;;
51.473483;-0.167621;residential;;
51.472708;-0.171652;residential;;
51.472349;-0.171496;residential;;
51.47199;-0.171341;residential;;
51.47163;-0.171195;residential;;
51.471357;-0.17098;residential;;
51.4718;-0.170549;residential;;
51.471567;-0.170118;residential;;
51.471473;-0.169478;residential;;
51.471392;-0.168835;residential;;
51.474867;-0.169158;residential;;
51.474524;-0.168825;residential;;
51.474153;-0.168534;residential;;
51.473783;-0.168243;residential;;
51.473412;-0.167952;residential;;
51.472946;-0.176783;residential;;
51.472849;-0.176134;residential;;
51.472803;-0.175463;residential;;
51.472786;-0.174788;residential;;
51.47282;-0.174115;residential;;
51.472877;-0.173445;residential;;
51.475947;-0.165266;residential;;
51.475895;-0.165742;residential;;
51.475842;-0.166217;residential;;
51.475788;-0.166692;residential;;
51.477045;-0.168703;residential;;
51.477198;-0.168033;residential;;
51.476925;-0.167577;residential;;
51.476831;-0.16701;residential;;
51.478925;-0.167551;residential;;
51.478579;-0.167254;residential;;
51.478233;-0.166954;residential;;
51.477954;-0.166581;residential;;
51.47815;-0.166036;residential;;
51.478687;-0.16828;residential;;
51.478329;-0.168045;residential;;
51.477951;-0.167899;residential;;
51.477686;-0.167583;residential;;
51.477178;-0.168198;residential;;
51.477477;-0.168323;residential;;
51.477777;-0.168447;residential;;
51.516673;-0.166052;residential;;
51.51647;-0.165766;residential;;
51.515508;-0.164814;residential;;
51.515281;-0.164483;residential;;
51.515055;-0.164152;residential;;
51.514829;-0.163822;residential;;
51.490957;-0.14217;residential;;
51.491182;-0.141958;residential;;
51.491404;-0.141732;residential;;
51.540114;-0.143633;residential;;
51.540298;-0.143067;residential;;
51.540309;-0.142426;residential;;
51.546651;-0.1439;residential;;
51.546302;-0.143911;residential;;
51.545953;-0.143939;residential;;
51.545604;-0.143965;residential;;
51.545256;-0.143993;residential;;
51.542486;-0.147327;residential;;
51.542749;-0.146981;residential;;
51.543012;-0.146635;residential;;
51.543275;-0.146289;residential;;
51.543275;-0.146289;residential;;
51.54301;-0.145808;residential;;
51.543802;-0.147259;residential;;
51.543907;-0.147205;residential;;
51.543337;-0.15481;residential;;
51.54356;-0.154866;residential;;
51.543795;-0.154882;residential;;
51.552169;-0.141081;residential;;
51.552131;-0.140392;residential;;
51.55209;-0.139704;residential;;
51.551759;-0.135903;residential;;
51.552178;-0.135801;residential;;
51.552597;-0.1357;residential;;
51.553017;-0.135615;residential;;
51.553438;-0.135535;residential;;
51.553858;-0.135447;residential;;
51.55275;-0.133139;residential;;
51.552995;-0.132613;residential;;
51.553239;-0.132088;residential;;
51.553469;-0.131546;residential;;
51.553684;-0.13099;residential;;
51.559975;-0.1411;residential;;
51.559757;-0.141712;residential;;
51.559539;-0.142325;residential;;
51.559321;-0.142937;residential;;
51.559102;-0.14355;residential;;
51.558872;-0.144149;residential;;
51.558614;-0.144721;residential;;
51.558356;-0.145292;residential;;
51.558039;-0.145734;residential;;
51.557654;-0.146044;residential;;
51.557333;-0.146526;residential;;
51.557231;-0.146771;residential;;
51.557131;-0.147039;residential;;
51.472156;-0.173474;residential;;
51.472171;-0.17413;residential;;
51.472379;-0.174496;residential;;
51.472789;-0.174516;residential;;
51.474261;-0.17654;residential;;
51.474112;-0.176037;residential;;
51.472774;-0.167202;residential;;
51.472873;-0.166741;residential;;
51.472978;-0.166283;residential;;
51.473075;-0.16582;residential;;
51.478518;-0.171627;residential;;
51.478605;-0.17173;residential;;
51.478748;-0.1719;residential;;
51.478541;-0.17238;residential;;
51.478334;-0.172858;residential;;
51.478124;-0.173334;residential;;
51.477914;-0.17381;residential;;
51.477918;-0.174317;residential;;
51.470971;-0.165475;residential;;
51.471001;-0.166083;residential;;
51.47107;-0.166689;residential;;
51.47115;-0.167291;residential;;
51.471233;-0.167892;residential;;
51.471374;-0.168434;residential;;
51.471022;-0.165466;residential;;
51.471171;-0.164881;residential;;
51.471031;-0.166393;residential;;
51.471417;-0.166562;residential;;
51.471799;-0.166793;residential;;
51.471286;-0.168743;residential;;
51.471642;-0.168928;residential;;
51.472001;-0.169116;residential;;
51.472362;-0.169294;residential;;
51.472724;-0.169471;residential;;
51.473087;-0.169642;residential;;
51.473431;-0.167849;residential;;
51.473311;-0.168483;residential;;
51.473188;-0.169116;residential;;
51.473066;-0.169749;residential;;
51.472946;-0.170383;residential;;
51.472823;-0.171016;residential;;
51.472708;-0.171652;residential;;
51.474458;-0.170529;residential;;
51.474106;-0.170354;residential;;
51.473754;-0.170179;residential;;
51.473402;-0.170004;residential;;
51.47305;-0.16983;residential;;
51.47468;-0.169826;residential;;
51.474326;-0.169547;residential;;
51.473973;-0.169267;residential;;
51.473619;-0.168988;residential;;
51.473265;-0.168708;residential;;
51.473219;-0.168954;residential;;
51.472869;-0.168777;residential;;
51.472519;-0.168599;residential;;
51.472169;-0.168421;residential;;
51.47182;-0.168243;residential;;
51.47147;-0.168065;residential;;
51.473351;-0.168281;residential;;
51.472926;-0.168053;residential;;
51.4725;-0.167826;residential;;
51.472075;-0.167598;residential;;
51.47165;-0.167371;residential;;
51.471394;-0.160211;residential;;
51.471415;-0.160024;residential;;
51.475286;-0.171159;residential;;
51.475168;-0.171694;residential;;
51.475043;-0.172226;residential;;
51.474922;-0.172759;residential;;
51.474862;-0.17319;residential;;
51.475043;-0.17329;residential;;
51.476611;-0.171203;residential;;
51.476507;-0.170688;residential;;
51.476631;-0.170171;residential;;
51.476758;-0.169656;residential;;
51.476885;-0.169141;residential;;
51.47709;-0.168746;residential;;
51.47699;-0.16917;residential;;
51.476885;-0.169588;residential;;
51.474916;-0.168526;residential;;
51.475279;-0.168695;residential;;
51.47564;-0.16887;residential;;
51.475987;-0.169113;residential;;
51.476253;-0.168759;residential;;
51.476607;-0.168981;residential;;
51.472752;-0.171371;residential;;
51.473146;-0.171567;residential;;
51.473539;-0.171767;residential;;
51.47393;-0.171979;residential;;
51.474169;-0.171542;residential;;
51.474339;-0.17094;residential;;
51.474516;-0.170343;residential;;
51.474704;-0.169755;residential;;
51.474867;-0.169158;residential;;
51.477018;-0.165705;residential;;
51.47666;-0.165566;residential;;
51.476304;-0.165414;residential;;
51.475947;-0.165266;residential;;
51.475947;-0.165266;residential;;
51.476012;-0.16463;residential;;
51.476122;-0.164009;residential;;
51.477746;-0.173389;residential;;
51.477826;-0.173473;residential;;
51.47858;-0.173018;residential;;
51.478861;-0.172712;residential;;
51.479053;-0.173087;residential;;
51.478786;-0.170825;residential;;
51.478637;-0.170673;residential;;
51.4784;-0.171884;residential;;
51.478285;-0.171761;residential;;
51.477694;-0.170336;residential;;
51.477828;-0.170802;residential;;
51.477995;-0.171128;residential;;
51.477843;-0.173153;residential;;
51.477562;-0.17278;residential;;
51.477268;-0.172433;residential;;
51.476531;-0.174806;residential;;
51.476374;-0.174489;residential;;
51.476306;-0.174167;residential;;
51.476264;-0.174275;residential;;
51.476167;-0.174159;residential;;
51.476023;-0.174158;residential;;
51.475785;-0.17388;residential;;
51.47553;-0.173655;residential;;
51.47547;-0.173917;residential;;
51.475414;-0.173901;residential;;
51.477014;-0.172007;residential;;
51.477262;-0.171812;residential;;
51.47751;-0.171617;residential;;
51.47368;-0.173591;residential;;
51.473723;-0.173307;residential;;
51.476074;-0.175408;residential;;
51.47611;-0.175501;residential;;
51.518486;-0.166959;residential;;
51.518797;-0.167405;residential;;
51.51915;-0.167769;residential;;
51.51953;-0.168048;residential;;
51.519706;-0.167188;residential;;
51.519377;-0.167018;residential;;
51.519047;-0.166849;residential;;
51.518742;-0.166616;residential;;
51.518609;-0.165346;residential;;
51.518336;-0.164964;residential;;
51.518062;-0.164583;residential;;
51.517788;-0.164201;residential;;
51.517514;-0.16382;residential;;
51.51774;-0.163116;residential;;
51.517373;-0.162935;residential;;
51.516999;-0.162792;residential;;
51.516628;-0.16263;residential;;
51.516259;-0.162459;residential;;
51.513197;-0.170954;residential;;
51.513376;-0.171268;residential;;
51.513582;-0.17155;residential;;
51.511998;-0.173574;residential;;
51.512207;-0.173202;residential;;
51.512416;-0.172829;residential;;
51.512622;-0.172453;residential;;
51.513603;-0.176479;residential;;
51.513495;-0.176937;residential;;
51.513454;-0.177422;residential;;
51.513391;-0.177888;residential;;
51.516246;-0.178083;residential;;
51.51617;-0.178233;residential;;
51.515988;-0.178566;residential;;
51.515945;-0.178508;residential;;
51.517139;-0.180236;residential;;
51.517085;-0.180158;residential;;
51.516849;-0.199907;residential;;
51.516935;-0.199294;residential;;
51.517022;-0.198682;residential;;
51.517108;-0.19807;residential;;
51.517195;-0.197457;residential;;
51.513863;-0.186789;residential;;
51.513933;-0.186202;residential;;
51.514004;-0.185615;residential;;
51.514075;-0.185028;residential;;
51.511848;-0.192932;residential;;
51.511717;-0.193446;residential;;
51.511708;-0.193983;residential;;
51.513365;-0.188908;residential;;
51.512989;-0.18873;residential;;
51.512612;-0.188555;residential;;
51.513707;-0.189161;residential;;
51.513365;-0.188908;residential;;
51.511517;-0.188286;residential;;
51.51157;-0.18784;residential;;
51.511617;-0.187393;residential;;
51.516089;-0.18746;residential;;
51.515719;-0.187343;residential;;
51.515348;-0.187224;residential;;
51.514978;-0.187108;residential;;
51.514606;-0.186997;residential;;
51.514234;-0.186897;residential;;
51.513863;-0.186789;residential;;
51.513965;-0.185943;residential;;
51.51357;-0.185824;residential;;
51.513175;-0.185705;residential;;
51.512781;-0.185586;residential;;
51.512386;-0.185467;residential;;
51.511992;-0.185348;residential;;
51.511597;-0.185229;residential;;
51.511203;-0.185111;residential;;
51.510808;-0.184992;residential;;
51.510414;-0.184873;residential;;
51.510489;-0.183655;residential;;
51.510915;-0.183793;residential;;
51.51134;-0.18393;residential;;
51.511765;-0.184067;residential;;
51.512191;-0.184207;residential;;
51.514202;-0.185082;residential;;
51.514295;-0.184517;residential;;
51.514389;-0.183952;residential;;
51.514953;-0.184128;residential;;
51.514564;-0.184007;residential;;
51.514176;-0.183885;residential;;
51.513787;-0.183763;residential;;
51.513398;-0.183642;residential;;
51.51301;-0.18352;residential;;
51.512621;-0.183397;residential;;
51.511833;-0.183138;residential;;
51.511956;-0.182557;residential;;
51.512135;-0.182169;residential;;
51.512491;-0.182396;residential;;
51.513427;-0.179557;residential;;
51.513121;-0.179192;residential;;
51.512823;-0.17881;residential;;
51.512528;-0.178421;residential;;
51.512244;-0.178016;residential;;
51.512364;-0.178204;residential;;
51.512541;-0.177925;residential;;
51.512719;-0.177646;residential;;
51.511146;-0.182942;residential;;
51.511248;-0.182303;residential;;
51.51135;-0.181664;residential;;
51.511452;-0.181025;residential;;
51.511553;-0.180386;residential;;
51.511655;-0.179747;residential;;
51.511757;-0.179107;residential;;
51.511859;-0.178468;residential;;
51.511961;-0.177829;residential;;
51.511645;-0.179812;residential;;
51.512053;-0.179997;residential;;
51.512462;-0.180182;residential;;
51.512365;-0.18079;residential;;
51.511956;-0.18061;residential;;
51.511546;-0.18043;residential;;
51.514094;-0.180396;residential;;
51.5139;-0.181027;residential;;
51.513705;-0.181659;residential;;
51.51351;-0.18229;residential;;
51.513317;-0.182923;residential;;
51.513125;-0.183556;residential;;
51.513617;-0.191432;residential;;
51.513539;-0.192094;residential;;
51.513462;-0.192756;residential;;
51.513384;-0.193418;residential;;
51.51397;-0.193591;residential;;
51.514047;-0.19293;residential;;
51.514123;-0.192269;residential;;
51.514199;-0.191608;residential;;
51.512818;-0.193245;residential;;
51.512758;-0.193772;residential;;
51.512697;-0.1943;residential;;
51.509949;-0.191579;residential;;
51.510017;-0.1916;residential;;
51.512868;-0.200185;residential;;
51.512551;-0.199834;residential;;
51.512241;-0.199465;residential;;
51.511982;-0.19901;residential;;
51.511785;-0.198481;residential;;
51.511663;-0.197896;residential;;
51.489073;-0.113493;residential;;
51.488739;-0.113436;residential;;
51.488436;-0.113156;residential;;
51.488134;-0.112875;residential;;
51.487832;-0.112595;residential;;
51.471348;-0.072625;residential;;
51.470941;-0.072568;residential;;
51.470535;-0.072497;residential;;
51.470289;-0.072026;residential;;
51.470335;-0.071381;residential;;
51.470421;-0.070741;residential;;
51.470522;-0.070106;residential;;
51.469596;-0.072852;residential;;
51.469205;-0.07272;residential;;
51.523086;-0.138595;residential;;
51.523158;-0.138674;residential;;
51.51819;-0.135112;residential;;
51.518455;-0.135529;residential;;
51.518716;-0.135705;residential;;
51.518917;-0.135204;residential;;
51.531732;-0.213318;residential;;
51.5315;-0.213233;residential;;
51.531268;-0.213148;residential;;
51.531482;-0.210952;residential;;
51.531878;-0.210861;residential;;
51.531482;-0.210952;residential;;
51.531391;-0.210319;residential;;
51.531143;-0.2098;residential;;
51.530892;-0.209285;residential;;
51.530655;-0.208755;residential;;
51.530469;-0.208173;residential;;
51.530237;-0.207765;residential;;
51.529836;-0.207647;residential;;
51.529434;-0.207538;residential;;
51.52903;-0.207443;residential;;
51.528626;-0.207369;residential;;
51.5282;-0.207496;residential;;
51.528136;-0.206857;residential;;
51.528071;-0.206217;residential;;
51.528008;-0.205578;residential;;
51.529315;-0.213584;residential;;
51.528924;-0.213688;residential;;
51.528533;-0.213792;residential;;
51.49688;-0.181364;residential;;
51.496821;-0.182071;residential;;
51.496766;-0.182779;residential;;
51.496718;-0.183488;residential;;
51.497689;-0.183145;residential;;
51.497757;-0.182581;residential;;
51.497798;-0.181999;residential;;
51.497841;-0.181418;residential;;
51.497862;-0.180835;residential;;
51.498566;-0.183702;residential;;
51.498615;-0.183032;residential;;
51.498663;-0.182362;residential;;
51.498712;-0.181692;residential;;
51.49876;-0.181022;residential;;
51.498809;-0.180352;residential;;
51.498857;-0.179682;residential;;
51.501946;-0.185013;residential;;
51.501547;-0.184989;residential;;
51.501148;-0.184965;residential;;
51.500749;-0.184941;residential;;
51.50035;-0.184917;residential;;
51.499951;-0.184894;residential;;
51.499552;-0.18487;residential;;
51.529034;-0.087401;residential;;
51.5291;-0.086742;residential;;
51.529169;-0.086084;residential;;
51.529241;-0.085427;residential;;
51.529274;-0.084764;residential;;
51.529281;-0.084097;residential;;
51.529286;-0.08343;residential;;
51.528258;-0.087765;residential;;
51.528254;-0.087087;residential;;
51.528259;-0.086409;residential;;
51.528264;-0.085731;residential;;
51.528268;-0.085053;residential;;
51.529182;-0.089644;residential;;
51.528779;-0.089557;residential;;
51.528387;-0.089376;residential;;
51.527986;-0.089246;residential;;
51.527584;-0.089189;residential;;
51.530993;-0.08492;residential;;
51.531;-0.084245;residential;;
51.531006;-0.08357;residential;;
51.531015;-0.082895;residential;;
51.532717;-0.080764;residential;;
51.5323;-0.080758;residential;;
51.531882;-0.080751;residential;;
51.531465;-0.080749;residential;;
51.531047;-0.080766;residential;;
51.532986;-0.080092;residential;;
51.532993;-0.079995;residential;;
51.533197;-0.083023;residential;;
51.53328;-0.082399;residential;;
51.533367;-0.081775;residential;;
51.533473;-0.08116;residential;;
51.533888;-0.082838;residential;;
51.533996;-0.082258;residential;;
51.534135;-0.081692;residential;;
51.534286;-0.081134;residential;;
51.534443;-0.08058;residential;;
51.532212;-0.085068;residential;;
51.532255;-0.084388;residential;;
51.532301;-0.083708;residential;;
51.532352;-0.083029;residential;;
51.531689;-0.086558;residential;;
51.531721;-0.086043;residential;;
51.531747;-0.085527;residential;;
51.531779;-0.085012;residential;;
51.532859;-0.087288;residential;;
51.533016;-0.086758;residential;;
51.533155;-0.086217;residential;;
51.493744;-0.168904;residential;;
