lat;lng;STREET TYPOLOGY;NUMBER OF AMENITIES;MAIN CATEGORY
48.86055;2.435291;pedestrian;0;NEED
48.860465;2.435496;pedestrian;0;NEED
48.860546;2.43585;pedestrian;0;NEED
48.862489;2.353077;pedestrian;0;NEED
48.862541;2.353103;pedestrian;0;NEED
48.840098;2.367904;pedestrian;0;NEED
48.840216;2.368283;pedestrian;0;NEED
48.840335;2.368661;pedestrian;0;NEED
48.837618;2.369836;pedestrian;0;NEED
48.837812;2.370381;pedestrian;0;NEED
48.842888;2.397484;pedestrian;0;NEED
48.842831;2.397977;pedestrian;0;NEED
48.842914;2.398056;pedestrian;0;NEED
48.823175;2.32888;pedestrian;0;NEED
48.823068;2.329403;pedestrian;0;NEED
48.822714;2.329247;pedestrian;0;NEED
48.822821;2.328724;pedestrian;0;NEED
48.86267;2.353241;pedestrian;0;NEED
48.86285;2.353346;pedestrian;0;NEED
48.862229;2.352955;pedestrian;0;NEED
48.862304;2.352986;pedestrian;0;NEED
48.858546;2.436281;pedestrian;0;NEED
48.858536;2.436326;pedestrian;0;NEED
48.896252;2.333146;pedestrian;0;NEED
48.896338;2.333815;pedestrian;0;NEED
48.896424;2.334484;pedestrian;0;NEED
48.89651;2.335153;pedestrian;0;NEED
48.896596;2.335822;pedestrian;0;NEED
48.896682;2.336491;pedestrian;0;NEED
48.896768;2.33716;pedestrian;0;NEED
48.896854;2.337829;pedestrian;0;NEED
48.896757;2.338195;pedestrian;0;NEED
48.896671;2.337526;pedestrian;0;NEED
48.896585;2.336857;pedestrian;0;NEED
48.8965;2.336188;pedestrian;0;NEED
48.896414;2.335519;pedestrian;0;NEED
48.896328;2.33485;pedestrian;0;NEED
48.896242;2.334181;pedestrian;0;NEED
48.896157;2.333512;pedestrian;0;NEED
48.89194;2.322833;pedestrian;0;NEED
48.8919;2.322565;pedestrian;0;NEED
48.84011;2.400325;pedestrian;0;NEED
48.839901;2.400499;pedestrian;0;NEED
48.854468;2.354983;pedestrian;0;NEED
48.854711;2.354806;pedestrian;0;NEED
48.868569;2.359882;pedestrian;0;NEED
48.868447;2.359528;pedestrian;0;NEED
48.868572;2.359083;pedestrian;0;NEED
48.868723;2.35937;pedestrian;0;NEED
48.889519;2.337171;pedestrian;0;NEED
48.889437;2.337457;pedestrian;0;NEED
48.889544;2.337798;pedestrian;0;NEED
48.846998;2.295563;pedestrian;0;NEED
48.846899;2.29576;pedestrian;0;NEED
48.847105;2.296316;pedestrian;0;NEED
48.847017;2.296061;pedestrian;0;NEED
48.847318;2.296208;pedestrian;0;NEED
48.847153;2.296175;pedestrian;0;NEED
48.847182;2.295684;pedestrian;0;NEED
48.847206;2.29602;pedestrian;0;NEED
48.8542;2.325851;pedestrian;0;NEED
48.854152;2.32546;pedestrian;0;NEED
48.854213;2.325952;pedestrian;0;NEED
48.8542;2.325851;pedestrian;0;NEED
48.854228;2.324522;pedestrian;0;NEED
48.854234;2.32449;pedestrian;0;NEED
48.854201;2.324674;pedestrian;0;NEED
48.854228;2.324522;pedestrian;0;NEED
48.854251;2.324412;pedestrian;0;NEED
48.854234;2.32449;pedestrian;0;NEED
48.854275;2.324295;pedestrian;0;NEED
48.854251;2.324412;pedestrian;0;NEED
48.854306;2.324152;pedestrian;0;NEED
48.854275;2.324295;pedestrian;0;NEED
48.854325;2.32406;pedestrian;0;NEED
48.854306;2.324152;pedestrian;0;NEED
48.854234;2.32449;pedestrian;0;NEED
48.854475;2.324613;pedestrian;0;NEED
48.854342;2.323983;pedestrian;0;NEED
48.854325;2.32406;pedestrian;0;NEED
48.890421;2.31185;pedestrian;0;NEED
48.890198;2.311516;pedestrian;0;NEED
48.890434;2.311476;pedestrian;0;NEED
48.875831;2.403625;pedestrian;0;NEED
48.875672;2.403821;pedestrian;0;NEED
48.880628;2.335387;pedestrian;0;NEED
48.880718;2.335595;pedestrian;0;NEED
48.889461;2.340588;pedestrian;0;NEED
48.889625;2.340228;pedestrian;0;NEED
48.889664;2.340714;pedestrian;0;NEED
48.856537;2.394371;pedestrian;0;NEED
48.889244;2.398769;pedestrian;0;NEED
48.888857;2.398717;pedestrian;0;NEED
48.888526;2.398788;pedestrian;0;NEED
48.888854;2.398841;pedestrian;0;NEED
48.896168;2.330566;pedestrian;0;NEED
48.895983;2.330682;pedestrian;0;NEED
48.836941;2.393474;pedestrian;0;NEED
48.837251;2.393787;pedestrian;0;NEED
48.837562;2.394099;pedestrian;0;NEED
48.837865;2.394425;pedestrian;0;NEED
48.873163;2.376775;pedestrian;0;NEED
48.872988;2.376558;pedestrian;0;NEED
48.872814;2.37634;pedestrian;0;NEED
48.822692;2.40586;pedestrian;0;NEED
48.822914;2.405893;pedestrian;0;NEED
48.822692;2.40586;pedestrian;0;NEED
48.822513;2.405832;pedestrian;0;NEED
48.822692;2.40586;pedestrian;0;NEED
48.822656;2.405587;pedestrian;0;NEED
48.822713;2.405639;pedestrian;0;NEED
48.822813;2.405614;pedestrian;0;NEED
48.822898;2.405922;pedestrian;0;NEED
48.822718;2.405552;pedestrian;0;NEED
48.822574;2.405874;pedestrian;0;NEED
48.872798;2.379773;pedestrian;0;NEED
48.872568;2.380149;pedestrian;0;NEED
48.872243;2.380471;pedestrian;0;NEED
48.871957;2.380786;pedestrian;0;NEED
48.87215;2.38042;pedestrian;0;NEED
48.872473;2.380093;pedestrian;0;NEED
48.871539;2.377699;pedestrian;0;NEED
48.871534;2.378189;pedestrian;0;NEED
48.871639;2.37829;pedestrian;0;NEED
48.872355;2.378066;pedestrian;0;NEED
48.872016;2.378358;pedestrian;0;NEED
48.871603;2.378595;pedestrian;0;NEED
48.871186;2.37883;pedestrian;0;NEED
48.871104;2.378774;pedestrian;0;NEED
48.871521;2.378539;pedestrian;0;NEED
48.871939;2.378304;pedestrian;0;NEED
48.853988;2.306897;pedestrian;0;NEED
48.88692;2.272549;pedestrian;0;NEED
48.887069;2.272578;pedestrian;0;NEED
48.887389;2.27313;pedestrian;0;NEED
48.887149;2.272764;pedestrian;0;NEED
48.887145;2.272324;pedestrian;0;NEED
48.88739;2.271982;pedestrian;0;NEED
48.819703;2.415754;pedestrian;0;NEED
48.819436;2.416061;pedestrian;0;NEED
48.819484;2.415891;pedestrian;0;NEED
48.843925;2.351516;pedestrian;0;NEED
48.844041;2.350953;pedestrian;0;NEED
48.844188;2.350401;pedestrian;0;NEED
48.844318;2.349825;pedestrian;0;NEED
48.844303;2.349343;pedestrian;0;NEED
48.844273;2.349864;pedestrian;0;NEED
48.844135;2.350404;pedestrian;0;NEED
48.844007;2.350981;pedestrian;0;NEED
48.851916;2.358611;pedestrian;0;NEED
48.851599;2.358348;pedestrian;0;NEED
48.851283;2.358084;pedestrian;0;NEED
48.853934;2.424559;pedestrian;0;NEED
48.853575;2.42462;pedestrian;0;NEED
48.853215;2.42468;pedestrian;0;NEED
48.852856;2.424741;pedestrian;0;NEED
48.846792;2.342812;pedestrian;0;NEED
48.846438;2.342631;pedestrian;0;NEED
48.871147;2.376749;pedestrian;0;NEED
48.870891;2.376965;pedestrian;0;NEED
48.870645;2.377381;pedestrian;0;NEED
48.870669;2.377585;pedestrian;0;NEED
48.870914;2.377169;pedestrian;0;NEED
48.823178;2.407114;pedestrian;0;NEED
48.823234;2.406786;pedestrian;0;NEED
48.823196;2.407006;pedestrian;0;NEED
48.822781;2.40684;pedestrian;0;NEED
48.821359;2.413251;pedestrian;0;NEED
48.821155;2.413708;pedestrian;0;NEED
48.820983;2.41421;pedestrian;0;NEED
48.820738;2.414637;pedestrian;0;NEED
48.820845;2.41459;pedestrian;0;NEED
48.821103;2.414181;pedestrian;0;NEED
48.82131;2.413757;pedestrian;0;NEED
48.825347;2.405064;pedestrian;0;NEED
48.825621;2.405527;pedestrian;0;NEED
48.825631;2.405422;pedestrian;0;NEED
48.825479;2.405076;pedestrian;0;NEED
48.825519;2.404564;pedestrian;0;NEED
48.825865;2.40442;pedestrian;0;NEED
48.826084;2.404606;pedestrian;0;NEED
48.826239;2.404605;pedestrian;0;NEED
48.826402;2.404886;pedestrian;0;NEED
48.826327;2.404423;pedestrian;0;NEED
48.826132;2.404208;pedestrian;0;NEED
48.825975;2.404053;pedestrian;0;NEED
48.825717;2.403768;pedestrian;0;NEED
48.825468;2.404312;pedestrian;0;NEED
48.825257;2.404715;pedestrian;0;NEED
48.836655;2.351201;pedestrian;0;NEED
48.836782;2.351476;pedestrian;0;NEED
48.898415;2.374939;pedestrian;0;NEED
48.898458;2.375026;pedestrian;0;NEED
48.898287;2.374879;pedestrian;0;NEED
48.898415;2.374939;pedestrian;0;NEED
48.897665;2.374654;pedestrian;0;NEED
48.89798;2.374727;pedestrian;0;NEED
48.898287;2.374879;pedestrian;0;NEED
48.821252;2.343116;pedestrian;0;NEED
48.821268;2.343739;pedestrian;0;NEED
48.821292;2.344348;pedestrian;0;NEED
48.82129;2.344996;pedestrian;0;NEED
48.821269;2.345614;pedestrian;0;NEED
48.82129;2.346231;pedestrian;0;NEED
48.821192;2.346207;pedestrian;0;NEED
48.821212;2.345592;pedestrian;0;NEED
48.821209;2.344945;pedestrian;0;NEED
48.821228;2.344318;pedestrian;0;NEED
48.821209;2.343689;pedestrian;0;NEED
48.843453;2.429147;pedestrian;0;NEED
48.84341;2.429606;pedestrian;0;NEED
48.843328;2.430067;pedestrian;0;NEED
48.84335;2.429571;pedestrian;0;NEED
48.843293;2.429139;pedestrian;0;NEED
48.843004;2.429203;pedestrian;0;NEED
48.843128;2.42937;pedestrian;0;NEED
48.843197;2.429747;pedestrian;0;NEED
48.843156;2.429477;pedestrian;0;NEED
48.842928;2.429569;pedestrian;0;NEED
48.834234;2.321662;pedestrian;0;NEED
48.834275;2.321263;pedestrian;0;NEED
48.834352;2.321328;pedestrian;0;NEED
48.877936;2.3583;pedestrian;0;NEED
48.877891;2.358286;pedestrian;0;NEED
48.828703;2.376799;pedestrian;0;NEED
48.828669;2.377193;pedestrian;0;NEED
48.85591;2.355793;pedestrian;0;NEED
48.855874;2.355759;pedestrian;0;NEED
48.876151;2.319673;pedestrian;0;NEED
48.875805;2.319666;pedestrian;0;NEED
48.875737;2.320258;pedestrian;0;NEED
48.875852;2.319797;pedestrian;0;NEED
48.876128;2.319972;pedestrian;0;NEED
48.876144;2.320351;pedestrian;0;NEED
48.856453;2.305877;pedestrian;0;NEED
48.856551;2.306316;pedestrian;0;NEED
48.85665;2.306754;pedestrian;0;NEED
48.828156;2.281788;pedestrian;0;NEED
48.828408;2.282224;pedestrian;0;NEED
48.828637;2.282634;pedestrian;0;NEED
48.828884;2.282648;pedestrian;0;NEED
48.828621;2.282329;pedestrian;0;NEED
48.828436;2.281902;pedestrian;0;NEED
48.899021;2.28216;pedestrian;0;NEED
48.899167;2.281768;pedestrian;0;NEED
48.899027;2.28137;pedestrian;0;NEED
48.898728;2.281325;pedestrian;0;NEED
48.868582;2.366998;pedestrian;0;NEED
48.868587;2.3666;pedestrian;0;NEED
48.868415;2.366003;pedestrian;0;NEED
48.86824;2.365414;pedestrian;0;NEED
48.868228;2.365822;pedestrian;0;NEED
48.868425;2.366401;pedestrian;0;NEED
48.895983;2.309849;pedestrian;0;NEED
48.896124;2.310078;pedestrian;0;NEED
48.896991;2.31074;pedestrian;0;NEED
48.896696;2.310955;pedestrian;0;NEED
48.896494;2.310384;pedestrian;0;NEED
48.896837;2.310243;pedestrian;0;NEED
48.818475;2.422739;pedestrian;0;NEED
48.818223;2.422699;pedestrian;0;NEED
48.818168;2.422849;pedestrian;0;NEED
48.818375;2.423079;pedestrian;0;NEED
48.817907;2.426418;pedestrian;0;NEED
48.817809;2.426653;pedestrian;0;NEED
48.842498;2.429127;pedestrian;0;NEED
48.84244;2.429423;pedestrian;0;NEED
48.878042;2.368548;pedestrian;0;NEED
48.87798;2.369022;pedestrian;0;NEED
48.878042;2.369424;pedestrian;0;NEED
48.877788;2.369658;pedestrian;0;NEED
48.877795;2.369192;pedestrian;0;NEED
48.877755;2.368737;pedestrian;0;NEED
48.858483;2.342464;pedestrian;0;NEED
48.85888;2.342703;pedestrian;0;NEED
48.859283;2.342958;pedestrian;0;NEED
48.85969;2.3432;pedestrian;0;NEED
48.818132;2.423888;pedestrian;0;NEED
48.818299;2.424304;pedestrian;0;NEED
48.826361;2.404171;pedestrian;0;NEED
48.826128;2.403986;pedestrian;0;NEED
48.859184;2.362137;pedestrian;0;NEED
48.859489;2.362476;pedestrian;0;NEED
48.859791;2.362822;pedestrian;0;NEED
48.837806;2.370517;pedestrian;0;NEED
48.837395;2.370633;pedestrian;0;NEED
48.836967;2.370813;pedestrian;0;NEED
48.836547;2.371033;pedestrian;0;NEED
48.836538;2.371121;pedestrian;0;NEED
48.836956;2.370893;pedestrian;0;NEED
48.837385;2.370714;pedestrian;0;NEED
48.837937;2.370413;pedestrian;0;NEED
48.838261;2.370345;pedestrian;0;NEED
48.83865;2.37014;pedestrian;0;NEED
48.838716;2.370013;pedestrian;0;NEED
48.838333;2.370242;pedestrian;0;NEED
48.839007;2.369805;pedestrian;0;NEED
48.839225;2.369702;pedestrian;0;NEED
48.839588;2.369399;pedestrian;0;NEED
48.839949;2.369091;pedestrian;0;NEED
48.840312;2.368788;pedestrian;0;NEED
48.840463;2.368603;pedestrian;0;NEED
48.840095;2.368892;pedestrian;0;NEED
48.839733;2.369198;pedestrian;0;NEED
48.83937;2.369502;pedestrian;0;NEED
48.834487;2.321224;pedestrian;0;NEED
48.834518;2.321257;pedestrian;0;NEED
48.834431;2.321164;pedestrian;0;NEED
48.834487;2.321224;pedestrian;0;NEED
48.875818;2.342025;pedestrian;0;NEED
48.875749;2.341997;pedestrian;0;NEED
48.871209;2.376124;pedestrian;0;NEED
48.871435;2.375763;pedestrian;0;NEED
48.87127;2.375919;pedestrian;0;NEED
48.834847;2.384698;pedestrian;0;NEED
48.834858;2.384678;pedestrian;0;NEED
48.873115;2.377316;pedestrian;0;NEED
48.873248;2.377681;pedestrian;0;NEED
48.873127;2.377677;pedestrian;0;NEED
48.871665;2.38331;pedestrian;0;NEED
48.871419;2.383005;pedestrian;0;NEED
48.817785;2.403094;pedestrian;0;NEED
48.817608;2.402514;pedestrian;0;NEED
48.81791;2.402043;pedestrian;0;NEED
48.817924;2.402473;pedestrian;0;NEED
48.816;2.393105;pedestrian;0;NEED
48.815669;2.393201;pedestrian;0;NEED
48.815784;2.393397;pedestrian;0;NEED
48.815795;2.392778;pedestrian;0;NEED
48.815633;2.392957;pedestrian;0;NEED
48.816793;2.378877;pedestrian;0;NEED
48.816663;2.378301;pedestrian;0;NEED
48.816799;2.378685;pedestrian;0;NEED
48.816925;2.379263;pedestrian;0;NEED
48.816745;2.379263;pedestrian;0;NEED
48.877304;2.369761;pedestrian;0;NEED
48.877323;2.370054;pedestrian;0;NEED
48.87715;2.37017;pedestrian;0;NEED
48.835998;2.302012;pedestrian;0;NEED
48.835968;2.302316;pedestrian;0;NEED
48.835778;2.302808;pedestrian;0;NEED
48.835718;2.302428;pedestrian;0;NEED
48.838428;2.278763;pedestrian;0;NEED
48.83843;2.279212;pedestrian;0;NEED
48.870482;2.384012;pedestrian;0;NEED
48.870472;2.383734;pedestrian;0;NEED
48.870192;2.383358;pedestrian;0;NEED
48.870027;2.383258;pedestrian;0;NEED
48.870215;2.383613;pedestrian;0;NEED
48.833164;2.408472;pedestrian;0;NEED
48.83306;2.408394;pedestrian;0;NEED
48.821615;2.337073;pedestrian;0;NEED
48.820215;2.366061;pedestrian;0;NEED
48.820236;2.366118;pedestrian;0;NEED
48.831824;2.325613;pedestrian;0;NEED
48.832096;2.325627;pedestrian;0;NEED
48.832396;2.325826;pedestrian;0;NEED
48.832147;2.325792;pedestrian;0;NEED
48.830038;2.261412;pedestrian;0;NEED
48.829948;2.26185;pedestrian;0;NEED
48.829858;2.262289;pedestrian;0;NEED
48.829768;2.262728;pedestrian;0;NEED
48.883968;2.42634;pedestrian;0;NEED
48.88381;2.426792;pedestrian;0;NEED
48.883877;2.42722;pedestrian;0;NEED
48.884174;2.427465;pedestrian;0;NEED
48.884471;2.427709;pedestrian;0;NEED
48.846368;2.278848;pedestrian;0;NEED
48.884581;2.408038;pedestrian;0;NEED
48.884366;2.408115;pedestrian;0;NEED
48.868566;2.41605;pedestrian;0;NEED
48.868622;2.416577;pedestrian;0;NEED
48.879929;2.412963;pedestrian;0;NEED
48.879775;2.412959;pedestrian;0;NEED
48.870532;2.382584;pedestrian;0;NEED
48.870698;2.382718;pedestrian;0;NEED
48.870621;2.38325;pedestrian;0;NEED
48.870364;2.383557;pedestrian;0;NEED
48.870598;2.383128;pedestrian;0;NEED
48.821129;2.368892;pedestrian;0;NEED
48.821281;2.369362;pedestrian;0;NEED
48.862924;2.344832;pedestrian;0;NEED
48.86269;2.34477;pedestrian;0;NEED
48.862309;2.344682;pedestrian;0;NEED
48.862147;2.344424;pedestrian;0;NEED
48.862528;2.344612;pedestrian;0;NEED
48.862176;2.345382;pedestrian;0;NEED
48.862547;2.345586;pedestrian;0;NEED
48.862594;2.345771;pedestrian;0;NEED
48.862216;2.345559;pedestrian;0;NEED
48.861835;2.345383;pedestrian;0;NEED
48.861686;2.345319;pedestrian;0;NEED
48.861801;2.345184;pedestrian;0;NEED
48.821123;2.292748;pedestrian;0;NEED
48.820808;2.293216;pedestrian;0;NEED
48.820493;2.293683;pedestrian;0;NEED
48.821186;2.292655;pedestrian;0;NEED
48.821123;2.292748;pedestrian;0;NEED
48.890283;2.406572;pedestrian;0;NEED
48.890165;2.406138;pedestrian;0;NEED
48.89005;2.405702;pedestrian;0;NEED
48.889993;2.405242;pedestrian;0;NEED
48.864913;2.36451;pedestrian;0;NEED
48.864903;2.364874;pedestrian;0;NEED
48.865548;2.35536;pedestrian;0;NEED
48.865374;2.355509;pedestrian;0;NEED
48.853721;2.367331;pedestrian;0;NEED
48.853629;2.367018;pedestrian;0;NEED
48.853515;2.366726;pedestrian;0;NEED
48.863064;2.31154;pedestrian;0;NEED
48.863051;2.310992;pedestrian;0;NEED
48.863037;2.310443;pedestrian;0;NEED
48.862887;2.302127;pedestrian;0;NEED
48.86288;2.30181;pedestrian;0;NEED
48.8628;2.319206;pedestrian;0;NEED
48.862976;2.318651;pedestrian;0;NEED
48.863153;2.318095;pedestrian;0;NEED
48.863212;2.317489;pedestrian;0;NEED
48.863196;2.316873;pedestrian;0;NEED
48.863142;2.316269;pedestrian;0;NEED
48.863135;2.315655;pedestrian;0;NEED
48.86314;2.315038;pedestrian;0;NEED
48.842269;2.384435;pedestrian;0;NEED
48.842132;2.384782;pedestrian;0;NEED
48.842055;2.384526;pedestrian;0;NEED
48.84217;2.384796;pedestrian;0;NEED
48.842021;2.384616;pedestrian;0;NEED
48.842958;2.302107;pedestrian;0;NEED
48.842783;2.302443;pedestrian;0;NEED
48.843065;2.302396;pedestrian;0;NEED
48.870617;2.382479;pedestrian;0;NEED
48.870936;2.38276;pedestrian;0;NEED
48.871191;2.383103;pedestrian;0;NEED
48.870827;2.382781;pedestrian;0;NEED
48.849333;2.435214;pedestrian;0;NEED
48.849234;2.435747;pedestrian;0;NEED
48.849044;2.435407;pedestrian;0;NEED
48.848507;2.435345;pedestrian;0;NEED
48.84847;2.435875;pedestrian;0;NEED
48.84871;2.435679;pedestrian;0;NEED
48.84891;2.435469;pedestrian;0;NEED
48.848742;2.435213;pedestrian;0;NEED
48.871461;2.386061;pedestrian;0;NEED
48.871192;2.386183;pedestrian;0;NEED
48.870884;2.386488;pedestrian;0;NEED
48.870809;2.386634;pedestrian;0;NEED
48.871115;2.386342;pedestrian;0;NEED
48.869297;2.388329;pedestrian;0;NEED
48.869238;2.388434;pedestrian;0;NEED
48.869561;2.388558;pedestrian;0;NEED
48.869048;2.385872;pedestrian;0;NEED
48.869064;2.386389;pedestrian;0;NEED
48.869249;2.386952;pedestrian;0;NEED
48.86919;2.38649;pedestrian;0;NEED
48.855733;2.409956;pedestrian;0;NEED
48.855522;2.40999;pedestrian;0;NEED
48.861724;2.34595;pedestrian;0;NEED
48.861647;2.345621;pedestrian;0;NEED
48.861825;2.345668;pedestrian;0;NEED
48.861901;2.344477;pedestrian;0;NEED
48.861759;2.34502;pedestrian;0;NEED
48.861889;2.345243;pedestrian;0;NEED
48.862007;2.344679;pedestrian;0;NEED
48.862127;2.344123;pedestrian;0;NEED
48.862246;2.343539;pedestrian;0;NEED
48.862113;2.343633;pedestrian;0;NEED
48.861981;2.344211;pedestrian;0;NEED
48.861842;2.344784;pedestrian;0;NEED
48.862269;2.352768;pedestrian;0;NEED
48.862229;2.352955;pedestrian;0;NEED
48.862305;2.352603;pedestrian;0;NEED
48.862269;2.352768;pedestrian;0;NEED
48.861479;2.352691;pedestrian;0;NEED
48.861678;2.352499;pedestrian;0;NEED
48.861942;2.352627;pedestrian;0;NEED
48.862197;2.352809;pedestrian;0;NEED
48.862225;2.353027;pedestrian;0;NEED
48.861886;2.352902;pedestrian;0;NEED
48.865611;2.340689;pedestrian;0;NEED
48.865826;2.340724;pedestrian;0;NEED
48.865442;2.340915;pedestrian;0;NEED
48.865583;2.341638;pedestrian;0;NEED
48.865402;2.341254;pedestrian;0;NEED
48.865453;2.341211;pedestrian;0;NEED
48.865892;2.34166;pedestrian;0;NEED
48.865687;2.341677;pedestrian;0;NEED
48.866128;2.341456;pedestrian;0;NEED
48.865933;2.341579;pedestrian;0;NEED
48.866107;2.341378;pedestrian;0;NEED
48.866017;2.340981;pedestrian;0;NEED
48.866012;2.340823;pedestrian;0;NEED
48.861834;2.34442;pedestrian;0;NEED
48.826114;2.360014;pedestrian;0;NEED
48.825904;2.360301;pedestrian;0;NEED
48.861834;2.34442;pedestrian;0;NEED
48.861918;2.343828;pedestrian;0;NEED
48.862063;2.343203;pedestrian;0;NEED
48.861977;2.343794;pedestrian;0;NEED
48.880571;2.299846;pedestrian;0;NEED
48.871691;2.33027;pedestrian;0;NEED
48.871668;2.33053;pedestrian;0;NEED
48.87167;2.330114;pedestrian;0;NEED
48.871691;2.33027;pedestrian;0;NEED
48.871723;2.329072;pedestrian;0;NEED
48.871522;2.329028;pedestrian;0;NEED
48.871826;2.329089;pedestrian;0;NEED
48.861968;2.319613;pedestrian;0;NEED
48.858321;2.31281;pedestrian;0;NEED
48.858309;2.312229;pedestrian;0;NEED
48.858242;2.31163;pedestrian;0;NEED
48.858305;2.311634;pedestrian;0;NEED
48.858385;2.312261;pedestrian;0;NEED
48.858312;2.313009;pedestrian;0;NEED
48.858316;2.313621;pedestrian;0;NEED
48.858166;2.314242;pedestrian;0;NEED
48.857948;2.314809;pedestrian;0;NEED
48.857598;2.314941;pedestrian;0;NEED
48.857161;2.314888;pedestrian;0;NEED
48.856724;2.314836;pedestrian;0;NEED
48.856287;2.314785;pedestrian;0;NEED
48.855849;2.314734;pedestrian;0;NEED
48.855412;2.314684;pedestrian;0;NEED
48.854975;2.314634;pedestrian;0;NEED
48.854537;2.314583;pedestrian;0;NEED
48.8541;2.314533;pedestrian;0;NEED
48.853766;2.314586;pedestrian;0;NEED
48.85411;2.314481;pedestrian;0;NEED
48.854547;2.314538;pedestrian;0;NEED
48.854984;2.314588;pedestrian;0;NEED
48.855422;2.314639;pedestrian;0;NEED
48.855859;2.314689;pedestrian;0;NEED
48.856296;2.31474;pedestrian;0;NEED
48.856734;2.314791;pedestrian;0;NEED
48.857171;2.314843;pedestrian;0;NEED
48.857608;2.314894;pedestrian;0;NEED
48.857936;2.314647;pedestrian;0;NEED
48.858113;2.314204;pedestrian;0;NEED
48.858235;2.313597;pedestrian;0;NEED
48.866567;2.361183;pedestrian;0;NEED
48.866237;2.361096;pedestrian;0;NEED
48.866349;2.361293;pedestrian;0;NEED
48.878945;2.28166;pedestrian;0;NEED
48.878728;2.281434;pedestrian;0;NEED
48.878564;2.281413;pedestrian;0;NEED
48.878754;2.281752;pedestrian;0;NEED
48.863416;2.32351;pedestrian;0;NEED
48.863241;2.324051;pedestrian;0;NEED
48.863066;2.324592;pedestrian;0;NEED
48.862891;2.325133;pedestrian;0;NEED
48.862704;2.325165;pedestrian;0;NEED
48.862787;2.32468;pedestrian;0;NEED
48.862964;2.32414;pedestrian;0;NEED
48.86314;2.3236;pedestrian;0;NEED
48.863714;2.324136;pedestrian;0;NEED
48.863431;2.324179;pedestrian;0;NEED
48.86326;2.324713;pedestrian;0;NEED
48.863543;2.324669;pedestrian;0;NEED
48.897918;2.379849;pedestrian;0;NEED
48.89786;2.379182;pedestrian;0;NEED
48.897825;2.378515;pedestrian;0;NEED
48.897833;2.377858;pedestrian;0;NEED
48.897796;2.377188;pedestrian;0;NEED
48.897759;2.376518;pedestrian;0;NEED
48.897704;2.375852;pedestrian;0;NEED
48.897678;2.37518;pedestrian;0;NEED
48.897663;2.374508;pedestrian;0;NEED
48.88767;2.315106;pedestrian;0;NEED
48.887476;2.315475;pedestrian;0;NEED
48.887128;2.315849;pedestrian;0;NEED
48.88691;2.316244;pedestrian;0;NEED
48.886621;2.316637;pedestrian;0;NEED
48.88684;2.316243;pedestrian;0;NEED
48.887806;2.315309;pedestrian;0;NEED
48.887637;2.315341;pedestrian;0;NEED
48.883274;2.385344;pedestrian;0;NEED
48.883078;2.385806;pedestrian;0;NEED
48.883275;2.385894;pedestrian;0;NEED
48.893678;2.382877;pedestrian;0;NEED
48.893398;2.383012;pedestrian;0;NEED
48.893319;2.383465;pedestrian;0;NEED
48.893427;2.383358;pedestrian;0;NEED
48.893689;2.383235;pedestrian;0;NEED
48.893465;2.383354;pedestrian;0;NEED
48.841397;2.343418;pedestrian;0;NEED
48.841427;2.343579;pedestrian;0;NEED
48.87479;2.319877;pedestrian;0;NEED
48.824746;2.34008;pedestrian;0;NEED
48.824458;2.340062;pedestrian;0;NEED
48.8626;2.345775;pedestrian;0;NEED
48.862444;2.346321;pedestrian;0;NEED
48.86219;2.34619;pedestrian;0;NEED
48.861969;2.345883;pedestrian;0;NEED
48.861865;2.345692;pedestrian;0;NEED
48.861975;2.345481;pedestrian;0;NEED
48.862195;2.34555;pedestrian;0;NEED
48.881459;2.283561;pedestrian;0;NEED
48.881327;2.283104;pedestrian;0;NEED
48.881354;2.283185;pedestrian;0;NEED
48.881587;2.283335;pedestrian;0;NEED
48.881805;2.283224;pedestrian;0;NEED
48.881276;2.28338;pedestrian;0;NEED
48.881285;2.283711;pedestrian;0;NEED
48.877958;2.297708;pedestrian;0;NEED
48.878235;2.298677;pedestrian;0;NEED
48.887331;2.311991;pedestrian;0;NEED
48.887525;2.311681;pedestrian;0;NEED
48.880646;2.324898;pedestrian;0;NEED
48.880532;2.325171;pedestrian;0;NEED
48.866836;2.365085;pedestrian;0;NEED
48.867087;2.364778;pedestrian;0;NEED
48.867333;2.364355;pedestrian;0;NEED
48.87902;2.368415;pedestrian;0;NEED
48.879128;2.368453;pedestrian;0;NEED
48.891292;2.29601;pedestrian;0;NEED
48.891543;2.296117;pedestrian;0;NEED
48.891623;2.296458;pedestrian;0;NEED
48.891399;2.296453;pedestrian;0;NEED
48.892107;2.294883;pedestrian;0;NEED
48.833698;2.333173;pedestrian;0;NEED
48.833398;2.332708;pedestrian;0;NEED
48.876588;2.340418;pedestrian;0;NEED
48.876844;2.340495;pedestrian;0;NEED
48.877099;2.340578;pedestrian;0;NEED
48.884513;2.289241;pedestrian;0;NEED
48.884325;2.288847;pedestrian;0;NEED
48.884258;2.289133;pedestrian;0;NEED
48.850477;2.288454;pedestrian;0;NEED
48.850686;2.288022;pedestrian;0;NEED
48.850895;2.287591;pedestrian;0;NEED
48.834482;2.370142;pedestrian;0;NEED
48.834437;2.370613;pedestrian;0;NEED
48.834664;2.371188;pedestrian;0;NEED
48.834709;2.370717;pedestrian;0;NEED
48.879567;2.326588;pedestrian;0;NEED
